id,geometry
,POINT (8280618.645894694 3673933.203484871)
,POINT (8265546.045894693 3712299.9784848713)
,POINT (8275136.970894692 3696925.1284848712)
,POINT (8276527.620894692 3697100.478484872)
,POINT (8274569.670894692 3698166.2284848727)
,POINT (8286147.345894691 3692979.9034848725)
,POINT (8270928.045894693 3709475.5534848715)
,POINT (8272971.120894694 3694784.703484872)
,POINT (8277779.445894692 3709808.703484871)
,POINT (8270612.2208946925 3706264.878484872)
,POINT (8274780.495894693 3698444.553484871)
,POINT (8284378.245894692 3709971.8284848714)
,POINT (8265529.170894694 3712219.6534848716)
,POINT (8265768.045894692 3713233.353484872)
,POINT (8282702.745894692 3709265.028484872)
,POINT (8270036.445894692 3706503.0034848717)
,POINT (8274327.195894692 3698274.003484872)
,POINT (8275133.445894692 3696893.7784848725)
,POINT (8278706.070894694 3708903.0034848717)
,POINT (8270335.245894692 3706878.8284848705)
,POINT (8267052.345894692 3697496.8534848713)
,POINT (8282741.145894692 3709267.128484872)
,POINT (8275590.570894692 3695641.803484872)
,POINT (8277759.195894693 3709758.0034848703)
,POINT (8275406.895894692 3696152.928484871)
,POINT (8274268.695894692 3695358.7534848717)
,POINT (8266627.695894692 3712922.103484871)
,POINT (8274036.120894693 3696339.528484872)
,POINT (8270666.370894692 3706409.853484872)
,POINT (8278591.245894694 3704503.9534848714)
,POINT (8282611.4708946925 3706898.853484871)
,POINT (8266009.095894691 3695101.5784848714)
,POINT (8275810.845894691 3694701.8284848724)
,POINT (8278336.995894693 3706681.9534848714)
,POINT (8269209.270894692 3706929.003484872)
,POINT (8266353.120894692 3696027.153484872)
,POINT (8276612.895894692 3692748.153484871)
,POINT (8283385.320894693 3706871.5534848715)
,POINT (8269193.445894692 3706883.028484872)
,POINT (8274039.495894694 3696424.2034848714)
,POINT (8282574.420894692 3706665.078484872)
,POINT (8276634.795894692 3693204.453484872)
,POINT (8277119.970894691 3707859.0784848714)
,POINT (8266296.870894692 3698099.0284848716)
,POINT (8270377.170894692 3706916.7784848707)
,POINT (8275408.245894693 3696172.6534848725)
,POINT (8282597.370894692 3704248.953484871)
,POINT (8265419.145894692 3694687.0534848715)
,POINT (8270470.170894692 3707693.1784848724)
,POINT (8274102.045894694 3696386.328484873)
,POINT (8283724.245894692 3707463.528484872)
,POINT (8277928.695894693 3704618.628484872)
,POINT (8278446.720894691 3704532.0034848712)
,POINT (8273975.595894692 3696398.478484872)
,POINT (8284097.745894692 3707918.4784848704)
,POINT (8269580.745894692 3707920.8784848703)
,POINT (8269252.095894692 3707028.6784848715)
,POINT (8276722.920894693 3693951.153484872)
,POINT (8278403.220894691 3704541.1534848725)
,POINT (8276828.895894693 3705520.2784848716)
,POINT (8273894.820894692 3696433.5034848717)
,POINT (8276357.445894693 3693217.578484871)
,POINT (8266599.420894692 3693563.178484872)
,POINT (8284414.170894692 3703671.453484871)
,POINT (8269220.295894693 3704419.3534848727)
,POINT (8266531.245894692 3693535.803484872)
,POINT (8273829.795894693 3696426.0034848717)
