id,geometry
,POINT (8270359.245894693 3684131.553484872)
,POINT (8277512.970894692 3702050.778484872)
,POINT (8282285.970894692 3711027.378484872)
,POINT (8265826.845894692 3682279.878484872)
,POINT (8275098.720894692 3695669.853484872)
,POINT (8272528.545894693 3699361.278484872)
,POINT (8278561.395894693 3704572.653484872)
,POINT (8273665.245894693 3705451.128484872)
,POINT (8267480.970894692 3726810.228484872)
,POINT (8275818.945894693 3695020.878484872)
,POINT (8283892.395894693 3697131.003484872)
,POINT (8283745.920894693 3667648.353484872)
,POINT (8274811.095894692 3708055.278484872)
,POINT (8271506.670894693 3705653.778484872)
,POINT (8276895.570894693 3700773.153484872)
,POINT (8273673.270894693 3705431.028484872)
,POINT (8282534.670894693 3705522.003484872)
,POINT (8266511.520894693 3694369.503484872)
,POINT (8275912.995894693 3683966.778484872)
,POINT (8270329.770894693 3685824.903484872)
,POINT (8274391.320894693 3700797.753484872)
,POINT (8263360.545894693 3714290.328484872)
,POINT (8278538.970894692 3697710.528484872)
,POINT (8274634.320894693 3704108.028484872)
,POINT (8276991.195894693 3697942.728484872)
,POINT (8277129.645894693 3699427.728484872)
,POINT (8272244.895894693 3699827.928484872)
,POINT (8275780.095894692 3694422.603484872)
,POINT (8282051.370894693 3708491.478484872)
,POINT (8268981.420894693 3717843.078484872)
,POINT (8263888.770894693 3692403.228484872)
,POINT (8274128.970894692 3705728.178484872)
,POINT (8277532.995894693 3702105.978484872)
,POINT (8276349.195894693 3690400.053484872)
,POINT (8277419.970894692 3702233.703484872)
,POINT (8282108.145894693 3709196.328484872)
,POINT (8272522.170894693 3699386.178484872)
,POINT (8268000.495894693 3724009.728484872)
,POINT (8274740.745894693 3708091.803484872)
,POINT (8273327.820894693 3710943.453484872)
,POINT (8272839.570894693 3691228.278484872)
,POINT (8257131.495894693 3716986.128484872)
,POINT (8274088.695894693 3700030.578484872)
,POINT (8281517.595894692 3694489.503484872)
,POINT (8278240.170894693 3689075.928484872)
,POINT (8271983.595894692 3691524.978484872)
,POINT (8268816.570894693 3704436.828484872)
,POINT (8272224.045894693 3694728.828484872)
,POINT (8273566.095894692 3701821.353484872)
,POINT (8281983.495894693 3693550.953484872)
,POINT (8272236.795894693 3700162.053484872)
,POINT (8267253.195894693 3712702.578484872)
,POINT (8281527.270894693 3694478.403484872)
,POINT (8277139.470894692 3694471.803484872)
,POINT (8262235.470894692 3687018.453484872)
,POINT (8263204.470894692 3684425.253484872)
,POINT (8275588.320894693 3682751.103484872)
,POINT (8273821.845894692 3708184.503484872)
,POINT (8268626.370894693 3707103.228484872)
,POINT (8281731.495894693 3672887.328484872)
,POINT (8257439.145894693 3688723.503484872)
,POINT (8268337.545894693 3703167.528484872)
,POINT (8273849.745894693 3690335.478484872)
,POINT (8277852.720894692 3687715.578484872)
,POINT (8278292.520894693 3680852.028484872)
,POINT (8274490.245894693 3690756.228484872)
,POINT (8292801.345894692 3710410.653484872)
,POINT (8267350.845894692 3703569.678484872)
,POINT (8269860.645894693 3713624.253484872)
,POINT (8271927.270894693 3691558.803484872)
,POINT (8273807.295894693 3708161.178484872)
,POINT (8274345.195894693 3693971.028484872)
,POINT (8277265.770894693 3690241.053484872)
,POINT (8273557.995894693 3698193.978484872)
,POINT (8257159.320894693 3717028.653484872)
,POINT (8294557.095894692 3694788.228484872)
,POINT (8281741.995894693 3672873.903484872)
,POINT (8269584.495894693 3715578.453484872)
,POINT (8268422.145894693 3704830.503484872)
,POINT (8298977.220894692 3668869.953484872)
,POINT (8240097.720894692 3724521.303484872)
,POINT (8273040.645894693 3709314.678484872)
,POINT (8275747.245894693 3708875.253484872)
,POINT (8270888.970894692 3711184.653484872)
,POINT (8288780.220894692 3712605.003484872)
,POINT (8273146.620894693 3709772.853484872)
,POINT (8279993.595894692 3704331.303484872)
,POINT (8267373.420894693 3700103.328484872)
,POINT (8288969.370894693 3710067.528484872)
,POINT (8267426.145894693 3700145.778484872)
,POINT (8271646.770894693 3706277.178484872)
,POINT (8251807.470894692 3678785.928484872)
,POINT (8279338.170894693 3709231.428484872)
,POINT (8275776.270894693 3711480.528484872)
,POINT (8271633.720894692 3706261.503484872)
,POINT (8274251.820894693 3708549.978484872)
,POINT (8279955.120894693 3706302.603484872)
,POINT (8257252.545894693 3686730.528484872)
,POINT (8268703.470894692 3698890.128484872)
,POINT (8274179.370894693 3708709.653484872)
,POINT (8256427.395894693 3683249.553484872)
,POINT (8291794.245894693 3685930.653484872)
,POINT (8269858.020894693 3713639.553484872)
,POINT (8270198.670894693 3706443.303484872)
,POINT (8274387.720894692 3706350.078484872)
,POINT (8271604.320894693 3706340.103484872)
,POINT (8267503.695894693 3675862.503484872)
,POINT (8279545.995894693 3701278.053484872)
,POINT (8248935.420894693 3693311.778484872)
,POINT (8248943.295894693 3693356.328484872)
,POINT (8274799.770894693 3706465.278484872)
,POINT (8287414.095894692 3709879.203484872)
,POINT (8276595.795894693 3705774.153484872)
,POINT (8279648.595894692 3705666.078484872)
,POINT (8270979.570894693 3703118.178484872)
,POINT (8269784.445894693 3706231.203484872)
,POINT (8271935.520894693 3706291.278484872)
,POINT (8279484.195894693 3701224.203484872)
,POINT (8275008.870894693 3707733.753484872)
,POINT (8287840.395894693 3708363.528484872)
,POINT (8248222.545894693 3720934.203484872)
,POINT (8276784.420894693 3707855.253484872)
,POINT (8271760.095894692 3706338.153484872)
,POINT (8289040.695894693 3691239.153484872)
,POINT (8274708.195894693 3707554.428484872)
,POINT (8288308.020894693 3692840.703484872)
,POINT (8267988.870894693 3696931.578484872)
,POINT (8274598.770894693 3707487.978484872)
,POINT (8271446.295894693 3707512.053484872)
,POINT (8269320.270894693 3702208.653484872)
,POINT (8267149.320894693 3708454.953484872)
,POINT (8284665.795894693 3689271.078484872)
,POINT (8269336.320894693 3702248.028484872)
,POINT (8265747.495894693 3699962.703484872)
,POINT (8277445.620894693 3710552.553484872)
,POINT (8310037.845894692 3725084.478484872)
,POINT (8246127.195894693 3672819.003484872)
,POINT (8273218.770894693 3707327.628484872)
,POINT (8286910.020894693 3707671.203484872)
,POINT (8276524.995894693 3705782.778484872)
,POINT (8269872.720894692 3701576.928484872)
,POINT (8267035.170894693 3708413.703484872)
,POINT (8279112.870894693 3692187.303484872)
,POINT (8267534.670894693 3675928.128484872)
,POINT (8280145.020894693 3698148.303484872)
,POINT (8275264.620894693 3702723.078484872)
,POINT (8272067.520894693 3706833.378484872)
,POINT (8247680.745894693 3692606.403484872)
,POINT (8271956.070894693 3706361.178484872)
,POINT (8270000.445894693 3695040.003484872)
,POINT (8277407.595894692 3706753.653484872)
,POINT (8283992.595894692 3696627.303484872)
,POINT (8276346.195894693 3701523.228484872)
,POINT (8265442.395894693 3695809.728484872)
,POINT (8271852.720894692 3707791.578484872)
,POINT (8270801.895894693 3689833.053484872)
,POINT (8306116.395894693 3684849.828484872)
,POINT (8275793.520894693 3699298.878484872)
,POINT (8272878.495894693 3705241.878484872)
,POINT (8274517.020894693 3707566.653484872)
,POINT (8270078.070894693 3700337.103484872)
,POINT (8276530.695894693 3703748.853484872)
,POINT (8276399.070894693 3701480.328484872)
,POINT (8283363.045894693 3700451.853484872)
,POINT (8272416.570894693 3707620.128484872)
,POINT (8278241.970894692 3708831.303484872)
,POINT (8310012.495894693 3725114.403484872)
,POINT (8265476.370894693 3697834.803484872)
,POINT (8273426.370894693 3707873.853484872)
,POINT (8271175.845894692 3705937.428484872)
,POINT (8266562.220894692 3688916.403484872)
