id,geometry
,POINT (8278701.195894693 3709101.978484872)
,POINT (8271840.720894692 3707863.728484872)
,POINT (8253654.045894693 3685550.403484872)
,POINT (8265706.770894693 3688496.028484872)
,POINT (8253271.545894693 3685585.128484872)
,POINT (8275317.795894693 3710785.878484872)
,POINT (8265867.120894693 3688514.703484872)
,POINT (8272794.795894693 3707866.278484872)
,POINT (8267355.420894693 3713472.528484872)
,POINT (8272987.845894692 3709037.178484872)
,POINT (8270922.195894693 3708471.828484872)
,POINT (8289694.845894692 3707904.753484872)
,POINT (8253342.570894693 3685806.453484872)
,POINT (8278389.870894693 3709123.053484872)
,POINT (8281631.970894692 3707072.178484872)
,POINT (8272398.345894692 3707861.028484872)
,POINT (8278082.520894693 3709122.228484872)
,POINT (8272816.695894693 3707862.903484872)
,POINT (8267577.645894693 3713505.978484872)
,POINT (8278651.320894693 3709115.178484872)
,POINT (8270738.370894693 3708485.028484872)
,POINT (8265780.945894693 3688519.053484872)
,POINT (8288652.195894693 3707975.028484872)
,POINT (8273193.570894693 3709031.928484872)
,POINT (8269228.995894693 3708488.478484872)
,POINT (8253170.520894693 3685677.003484872)
,POINT (8266393.920894693 3688509.453484872)
,POINT (8288876.745894693 3707977.953484872)
,POINT (8267315.520894693 3713514.228484872)
,POINT (8280655.320894693 3707134.203484872)
,POINT (8270091.645894693 3708474.228484872)
,POINT (8276727.270894693 3710783.553484872)
,POINT (8271872.370894693 3707867.628484872)
,POINT (8253244.920894693 3685725.003484872)
,POINT (8276558.220894692 3710812.128484872)
,POINT (8288902.920894693 3707943.978484872)
,POINT (8273328.345894692 3709038.828484872)
,POINT (8266333.920894693 3688701.003484872)
,POINT (8272279.020894693 3707869.353484872)
,POINT (8281640.670894693 3707127.603484872)
,POINT (8267265.720894692 3713477.928484872)
,POINT (8277935.595894692 3709152.678484872)
,POINT (8289732.645894693 3708019.203484872)
,POINT (8253115.845894692 3685868.328484872)
,POINT (8268289.320894693 3713520.003484872)
,POINT (8276338.170894693 3710794.353484872)
,POINT (8273615.970894692 3709037.478484872)
,POINT (8273305.845894692 3709038.453484872)
,POINT (8281154.070894693 3707140.503484872)
,POINT (8253549.795894693 3685829.553484872)
,POINT (8269630.620894693 3708505.203484872)
,POINT (8273025.195894693 3709042.803484872)
,POINT (8275364.670894693 3710802.303484872)
,POINT (8277333.420894693 3709130.778484872)
,POINT (8281233.720894692 3707144.853484872)
,POINT (8273339.145894693 3709042.953484872)
,POINT (8265924.045894693 3688539.153484872)
,POINT (8253532.095894692 3685836.078484872)
,POINT (8270892.345894692 3708489.003484872)
,POINT (8269373.145894693 3708497.403484872)
,POINT (8271918.495894693 3707872.128484872)
,POINT (8272248.795894693 3707875.503484872)
,POINT (8268320.295894693 3713517.528484872)
,POINT (8276786.970894692 3710828.328484872)
,POINT (8277570.645894693 3709179.453484872)
,POINT (8288586.045894693 3708005.253484872)
,POINT (8253597.345894692 3685941.753484872)
,POINT (8272679.370894693 3707871.678484872)
,POINT (8268623.370894693 3713529.753484872)
,POINT (8282518.170894693 3707140.278484872)
,POINT (8272319.295894693 3707870.853484872)
,POINT (8265622.470894692 3688742.778484872)
,POINT (8269708.545894693 3708513.603484872)
,POINT (8273883.120894693 3709041.903484872)
,POINT (8267929.170894693 3713524.578484872)
,POINT (8276658.570894693 3710813.403484872)
,POINT (8278298.970894692 3709173.153484872)
,POINT (8281298.895894693 3707150.928484872)
,POINT (8289214.320894693 3702419.928484872)
,POINT (8253299.520894693 3685882.578484872)
,POINT (8267150.070894693 3688724.778484872)
,POINT (8276671.170894693 3710816.553484872)
,POINT (8289923.295894693 3708034.803484872)
,POINT (8275581.045894693 3710827.578484872)
,POINT (8277912.270894693 3709159.878484872)
,POINT (8265945.720894692 3688732.278484872)
,POINT (8281393.545894693 3707152.878484872)
,POINT (8270089.770894693 3708509.403484872)
,POINT (8273405.145894693 3709056.678484872)
,POINT (8272757.820894693 3707877.903484872)
,POINT (8278693.995894693 3709204.428484872)
,POINT (8288831.970894692 3708019.278484872)
,POINT (8268164.220894692 3713521.203484872)
,POINT (8273308.095894692 3709053.603484872)
,POINT (8271145.545894693 3707879.478484872)
,POINT (8275306.620894693 3710832.153484872)
,POINT (8265935.070894693 3688795.653484872)
,POINT (8281326.570894693 3707147.178484872)
,POINT (8288883.420894693 3708031.203484872)
,POINT (8276275.170894693 3710836.353484872)
,POINT (8278468.470894692 3709185.153484872)
,POINT (8272189.320894693 3707877.528484872)
