name,POI,geometry
,Health Points,POINT (8270674.69589469 3698887.57848487)
,Health Points,POINT (8269154.59589469 3702234.00348487)
,Health Points,POINT (8270454.64589469 3702127.42848487)
,Health Points,POINT (8270758.02089469 3702102.30348487)
,Health Points,POINT (8270240.59589469 3701914.50348487)
,Health Points,POINT (8270221.39589469 3701904.37848487)
,Health Points,POINT (8269690.54589469 3701875.42848487)
,Health Points,POINT (8269358.52089469 3701670.90348487)
,Health Points,POINT (8270126.52089469 3701604.30348487)
,Health Points,POINT (8270593.77089469 3701494.95348487)
,Health Points,POINT (8270495.82089469 3701428.20348487)
,Health Points,POINT (8270037.49589469 3701175.82848487)
,Health Points,POINT (8269818.42089469 3701067.15348487)
,Health Points,POINT (8270188.84589469 3701025.97848487)
,Health Points,POINT (8269899.87089469 3700847.40348487)
,Health Points,POINT (8270780.44589469 3700613.02848487)
,Health Points,POINT (8270652.27089469 3700569.45348487)
,Health Points,POINT (8269650.27089469 3700473.60348487)
,Health Points,POINT (8269500.42089469 3700470.60348487)
,Health Points,POINT (8269582.17089469 3700390.27848487)
,Health Points,POINT (8270655.27089469 3704085.30348487)
,Health Points,POINT (8269188.04589469 3704052.45348487)
,Health Points,POINT (8269947.04589469 3704019.60348487)
,Health Points,POINT (8269791.49589469 3704015.32848487)
,Health Points,POINT (8270969.07089469 3703977.45348487)
,Health Points,POINT (8271001.62089469 3703950.90348487)
,Health Points,POINT (8270360.59589469 3703929.75348487)
,Health Points,POINT (8269379.74589469 3703928.85348487)
,Health Points,POINT (8270295.87089469 3703928.47848487)
,Health Points,POINT (8270318.82089469 3703900.50348487)
,Health Points,POINT (8270405.97089469 3703746.67848487)
,Health Points,POINT (8269403.07089469 3703709.92848487)
,Health Points,POINT (8270172.79589469 3703708.95348487)
,Health Points,POINT (8269998.42089469 3703523.55348487)
,Health Points,POINT (8270055.42089469 3703523.32848487)
,Health Points,POINT (8270386.84589469 3703476.15348487)
,Health Points,POINT (8269345.69589469 3703410.67848487)
,Health Points,POINT (8270091.57089469 3703300.27848487)
,Health Points,POINT (8269971.87089469 3703270.65348487)
,Health Points,POINT (8270362.09589469 3703167.37848487)
,Health Points,POINT (8270085.27089469 3703142.02848487)
,Health Points,POINT (8270244.72089469 3703027.42848487)
,Health Points,POINT (8269130.14589469 3703020.22848487)
,Health Points,POINT (8269625.52089469 3702814.42848487)
,Health Points,POINT (8270195.14589469 3702612.00348487)
,Health Points,POINT (8269997.22089469 3702545.77848487)
,Health Points,POINT (8270854.77089469 3702481.35348487)
,Health Points,POINT (8269416.42089469 3702358.80348487)
,Health Points,POINT (8270245.62089469 3702329.62848487)
,Health Points,POINT (8270382.72089469 3705879.67848487)
,Health Points,POINT (8269677.12089469 3705876.82848487)
,Health Points,POINT (8270590.54589469 3705802.05348487)
,Health Points,POINT (8270160.57089469 3705777.30348487)
,Health Points,POINT (8270571.64589469 3705713.10348487)
,Health Points,POINT (8270554.92089469 3705566.47848487)
,Health Points,POINT (8269380.04589469 3705522.67848487)
,Health Points,POINT (8270425.39589469 3705500.32848487)
,Health Points,POINT (8270372.52089469 3705398.02848487)
,Health Points,POINT (8271012.12089469 3705316.65348487)
,Health Points,POINT (8269558.02089469 3705191.17848487)
,Health Points,POINT (8270763.64589469 3705147.60348487)
,Health Points,POINT (8269678.02089469 3705109.12848487)
,Health Points,POINT (8270878.32089469 3705094.05348487)
,Health Points,POINT (8269637.07089469 3705040.72848487)
,Health Points,POINT (8269956.27089469 3705030.22848487)
,Health Points,POINT (8270632.62089469 3705022.20348487)
,Health Points,POINT (8269695.34589469 3704992.35348487)
,Health Points,POINT (8270815.02089469 3704955.30348487)
,Health Points,POINT (8270899.24589469 3704945.70348487)
,Health Points,POINT (8269941.64589469 3704927.55348487)
,Health Points,POINT (8269129.54589469 3704897.70348487)
,Health Points,POINT (8270848.77089469 3704870.25348487)
,Health Points,POINT (8269974.57089469 3704868.37848487)
,Health Points,POINT (8270119.02089469 3704441.10348487)
,Health Points,POINT (8269873.02089469 3704271.82848487)
,Health Points,POINT (8271016.84589469 3704267.62848487)
,Health Points,POINT (8270755.92089469 3707901.07848487)
,Health Points,POINT (8270282.67089469 3707896.35348487)
,Health Points,POINT (8271038.97089469 3707789.40348487)
,Health Points,POINT (8269649.37089469 3707785.87848487)
,Health Points,POINT (8270862.79589469 3707148.15348487)
,Health Points,POINT (8269851.19589469 3706983.00348487)
,Health Points,POINT (8270235.49589469 3706818.75348487)
,Health Points,POINT (8270249.82089469 3706682.62848487)
,Health Points,POINT (8269800.12089469 3706585.05348487)
,Health Points,POINT (8270026.17089469 3706555.42848487)
,Health Points,POINT (8269607.82089469 3706536.30348487)
,Health Points,POINT (8269517.37089469 3706519.95348487)
,Health Points,POINT (8269648.77089469 3706517.25348487)
,Health Points,POINT (8270394.27089469 3706431.22848487)
,Health Points,POINT (8270409.57089469 3706427.92848487)
,Health Points,POINT (8270947.92089469 3706398.67848487)
,Health Points,POINT (8269431.42089469 3706195.65348487)
,Health Points,POINT (8270887.32089469 3709750.57848487)
,Health Points,POINT (8270997.49589469 3709347.15348487)
,Health Points,POINT (8270955.34589469 3709289.55348487)
,Health Points,POINT (8270860.17089469 3709042.57848487)
,Health Points,POINT (8270218.77089469 3708730.57848487)
,Health Points,POINT (8270452.54589469 3708722.85348487)
,Health Points,POINT (8271007.02089469 3708413.85348487)
,Health Points,POINT (8270995.99589469 3708347.85348487)
,Health Points,POINT (8270769.34589469 3708272.55348487)
,Health Points,POINT (8270230.09589469 3708214.87848487)
,Health Points,POINT (8270579.14589469 3708203.92848487)
,Health Points,POINT (8270960.74589469 3710777.10348487)
,Health Points,POINT (8270706.34589469 3710121.37848487)
,Health Points,POINT (8270980.17089469 3713680.50348487)
,Health Points,POINT (8270984.29589469 3713663.10348487)
,Health Points,POINT (8270890.24589469 3713425.50348487)
,Health Points,POINT (8269902.87089469 3712430.02848487)
,Health Points,POINT (8269346.29589469 3715213.80348487)
,Health Points,POINT (8269400.37089469 3715168.35348487)
,Health Points,POINT (8269629.94589469 3714884.62848487)
,Health Points,POINT (8270857.99589469 3714619.20348487)
,Health Points,POINT (8269253.74589469 3714556.27848487)
,Health Points,POINT (8269489.62089469 3714520.35348487)
,Health Points,POINT (8269520.07089469 3714520.05348487)
,Health Points,POINT (8270214.87089469 3714491.40348487)
,Health Points,POINT (8270204.74589469 3714475.65348487)
,Health Points,POINT (8269827.94589469 3714410.55348487)
,Health Points,POINT (8270626.02089469 3714344.55348487)
,Health Points,POINT (8270340.57089469 3717492.82848487)
,Health Points,POINT (8269234.62089469 3717151.42848487)
,Health Points,POINT (8270505.42089469 3716964.30348487)
,Health Points,POINT (8270286.79589469 3716918.92848487)
,Health Points,POINT (8269811.82089469 3716757.37848487)
,Health Points,POINT (8270139.04589469 3716711.02848487)
,Health Points,POINT (8269929.72089469 3716581.12848487)
,Health Points,POINT (8270482.39589469 3716373.07848487)
,Health Points,POINT (8269223.59589469 3716253.37848487)
,Health Points,POINT (8269426.62089469 3715918.87848487)
,Health Points,POINT (8269523.37089469 3718942.95348487)
,Health Points,POINT (8269303.02089469 3718598.40348487)
,Health Points,POINT (8271120.19589469 3679228.57848487)
,Health Points,POINT (8272227.94589469 3680200.80348487)
,Health Points,POINT (8271133.02089469 3690704.85348487)
,Health Points,POINT (8272272.42089469 3690520.65348487)
,Health Points,POINT (8271720.64589469 3690500.70348487)
,Health Points,POINT (8271722.14589469 3690484.57848487)
,Health Points,POINT (8271408.87089469 3690475.05348487)
,Health Points,POINT (8271604.47089469 3690446.92848487)
,Health Points,POINT (8271628.69589469 3690300.60348487)
,Health Points,POINT (8272324.69589469 3690274.65348487)
,Health Points,POINT (8272152.42089469 3690244.20348487)
,Health Points,POINT (8271459.34589469 3689783.10348487)
,Health Points,POINT (8272109.37089469 3689481.90348487)
,Health Points,POINT (8272172.67089469 3689481.22848487)
,Health Points,POINT (8271225.57089469 3689412.97848487)
,Health Points,POINT (8271818.82089469 3689342.70348487)
,Health Points,POINT (8271116.29589469 3689284.87848487)
,Health Points,POINT (8271058.09589469 3689185.42848487)
,Health Points,POINT (8271746.29589469 3689142.37848487)
,Health Points,POINT (8271811.69589469 3689118.45348487)
,Health Points,POINT (8271801.57089469 3689101.72848487)
,Health Points,POINT (8271148.84589469 3689041.50348487)
,Health Points,POINT (8271065.22089469 3689023.20348487)
,Health Points,POINT (8271781.24589469 3689019.90348487)
,Health Points,POINT (8272476.04589469 3692653.50348487)
,Health Points,POINT (8271190.02089469 3692610.67848487)
,Health Points,POINT (8271703.62089469 3692510.40348487)
,Health Points,POINT (8272922.74589469 3692445.67848487)
,Health Points,POINT (8271665.07089469 3692416.05348487)
,Health Points,POINT (8272330.62089469 3692384.62848487)
,Health Points,POINT (8271671.67089469 3692380.80348487)
,Health Points,POINT (8272139.52089469 3692325.07848487)
,Health Points,POINT (8272233.57089469 3692175.07848487)
,Health Points,POINT (8272710.72089469 3692093.92848487)
,Health Points,POINT (8271598.24589469 3692087.32848487)
,Health Points,POINT (8272905.72089469 3692025.82848487)
,Health Points,POINT (8272744.77089469 3691811.17848487)
,Health Points,POINT (8272539.94589469 3691715.62848487)
,Health Points,POINT (8272686.49589469 3691700.32848487)
,Health Points,POINT (8272692.49589469 3691687.20348487)
,Health Points,POINT (8271903.04589469 3691313.62848487)
,Health Points,POINT (8271410.67089469 3691226.55348487)
,Health Points,POINT (8271210.64589469 3694571.47848487)
,Health Points,POINT (8271751.99589469 3694498.35348487)
,Health Points,POINT (8271375.19589469 3694335.00348487)
,Health Points,POINT (8272124.29589469 3694165.72848487)
,Health Points,POINT (8271176.59589469 3694164.90348487)
,Health Points,POINT (8271424.77089469 3693865.05348487)
,Health Points,POINT (8271417.57089469 3693829.27848487)
,Health Points,POINT (8271415.77089469 3693736.72848487)
,Health Points,POINT (8272159.24589469 3693697.87848487)
,Health Points,POINT (8271807.49589469 3693674.85348487)
,Health Points,POINT (8272219.84589469 3693664.35348487)
,Health Points,POINT (8271652.84589469 3693660.90348487)
,Health Points,POINT (8271656.74589469 3693647.17848487)
,Health Points,POINT (8271709.02089469 3693638.70348487)
,Health Points,POINT (8271467.74589469 3693596.70348487)
,Health Points,POINT (8271932.29589469 3693301.35348487)
,Health Points,POINT (8272223.74589469 3693112.27848487)
,Health Points,POINT (8272337.22089469 3692934.60348487)
,Health Points,POINT (8272146.12089469 3692852.32848487)
,Health Points,POINT (8272845.34589469 3692844.15348487)
,Health Points,POINT (8271874.39589469 3692741.25348487)
,Health Points,POINT (8271965.74589469 3696455.92848487)
,Health Points,POINT (8272490.97089469 3696194.85348487)
,Health Points,POINT (8272193.29589469 3696189.60348487)
,Health Points,POINT (8272028.44589469 3696181.20348487)
,Health Points,POINT (8271624.49589469 3696154.35348487)
,Health Points,POINT (8271604.17089469 3696028.57848487)
,Health Points,POINT (8271711.04589469 3695942.62848487)
,Health Points,POINT (8271664.17089469 3695941.12848487)
,Health Points,POINT (8271726.94589469 3695894.55348487)
,Health Points,POINT (8271354.57089469 3695827.42848487)
,Health Points,POINT (8272911.04589469 3695742.82848487)
,Health Points,POINT (8271102.57089469 3695657.70348487)
,Health Points,POINT (8271190.69589469 3695653.65348487)
,Health Points,POINT (8271472.77089469 3695590.57848487)
,Health Points,POINT (8271762.12089469 3695559.45348487)
,Health Points,POINT (8271055.39589469 3695500.35348487)
,Health Points,POINT (8272468.54589469 3695430.22848487)
,Health Points,POINT (8272391.22089469 3695394.07848487)
,Health Points,POINT (8271101.37089469 3695387.92848487)
,Health Points,POINT (8271227.37089469 3695314.65348487)
,Health Points,POINT (8272310.59589469 3695174.62848487)
,Health Points,POINT (8271813.49589469 3695165.70348487)
,Health Points,POINT (8272187.59589469 3694951.87848487)
,Health Points,POINT (8271201.34589469 3694883.77848487)
,Health Points,POINT (8271197.82089469 3694814.25348487)
,Health Points,POINT (8272759.69589469 3698288.25348487)
,Health Points,POINT (8272601.14589469 3698272.80348487)
,Health Points,POINT (8272312.09589469 3698193.30348487)
,Health Points,POINT (8272207.32089469 3698130.37848487)
,Health Points,POINT (8272345.62089469 3697055.10348487)
,Health Points,POINT (8272262.82089469 3697016.32848487)
,Health Points,POINT (8272820.59589469 3696884.10348487)
,Health Points,POINT (8271065.82089469 3696875.70348487)
,Health Points,POINT (8272763.89589469 3696870.22848487)
,Health Points,POINT (8272251.79589469 3696677.17848487)
,Health Points,POINT (8271189.12089469 3700205.17848487)
,Health Points,POINT (8272172.37089469 3700048.72848487)
,Health Points,POINT (8272095.64589469 3699611.62848487)
,Health Points,POINT (8271800.97089469 3699253.05348487)
,Health Points,POINT (8272086.34589469 3699180.97848487)
,Health Points,POINT (8271889.32089469 3699028.80348487)
,Health Points,POINT (8271851.97089469 3699007.57848487)
,Health Points,POINT (8271876.19589469 3698984.85348487)
,Health Points,POINT (8272906.92089469 3698943.97848487)
,Health Points,POINT (8271993.79589469 3698926.35348487)
,Health Points,POINT (8272106.37089469 3698882.17848487)
,Health Points,POINT (8272005.12089469 3698840.40348487)
,Health Points,POINT (8272020.64589469 3698815.80348487)
,Health Points,POINT (8272594.24589469 3698808.45348487)
,Health Points,POINT (8272706.29589469 3698697.97848487)
,Health Points,POINT (8272020.12089469 3698680.65348487)
,Health Points,POINT (8272255.69589469 3698667.52848487)
,Health Points,POINT (8272167.94589469 3698652.22848487)
,Health Points,POINT (8272658.14589469 3698612.25348487)
,Health Points,POINT (8272911.72089469 3698493.45348487)
,Health Points,POINT (8271646.84589469 3702286.27848487)
,Health Points,POINT (8272038.94589469 3702061.12848487)
,Health Points,POINT (8271438.19589469 3702046.12848487)
,Health Points,POINT (8272412.44589469 3701968.80348487)
,Health Points,POINT (8271424.39589469 3701946.15348487)
,Health Points,POINT (8271444.42089469 3701921.47848487)
,Health Points,POINT (8271476.14589469 3701882.62848487)
,Health Points,POINT (8272378.99589469 3701703.45348487)
,Health Points,POINT (8272875.57089469 3701679.00348487)
,Health Points,POINT (8272129.09589469 3701675.32848487)
,Health Points,POINT (8272568.89589469 3701515.35348487)
,Health Points,POINT (8272193.59589469 3701033.77848487)
,Health Points,POINT (8271227.97089469 3700866.45348487)
,Health Points,POINT (8272939.47089469 3700841.17848487)
,Health Points,POINT (8272666.24589469 3700822.05348487)
,Health Points,POINT (8272919.74589469 3700715.17848487)
,Health Points,POINT (8271207.34589469 3700697.25348487)
,Health Points,POINT (8271621.79589469 3700693.12848487)
,Health Points,POINT (8271508.39589469 3704196.00348487)
,Health Points,POINT (8271498.19589469 3703872.75348487)
,Health Points,POINT (8271277.24589469 3703745.70348487)
,Health Points,POINT (8271265.62089469 3703683.67848487)
,Health Points,POINT (8271648.94589469 3703508.32848487)
,Health Points,POINT (8272570.09589469 3703288.35348487)
,Health Points,POINT (8272234.17089469 3703281.07848487)
,Health Points,POINT (8271317.52089469 3703211.85348487)
,Health Points,POINT (8272586.52089469 3703177.27848487)
,Health Points,POINT (8272619.97089469 3703172.17848487)
,Health Points,POINT (8271629.29589469 3703068.82848487)
,Health Points,POINT (8271819.79589469 3702899.25348487)
,Health Points,POINT (8271724.17089469 3702726.97848487)
,Health Points,POINT (8271513.72089469 3702453.45348487)
,Health Points,POINT (8271442.02089469 3702425.70348487)
,Health Points,POINT (8271120.79589469 3705958.20348487)
,Health Points,POINT (8271343.54589469 3705938.85348487)
,Health Points,POINT (8271285.87089469 3705934.05348487)
,Health Points,POINT (8271346.47089469 3705928.12848487)
,Health Points,POINT (8272449.19589469 3705832.27848487)
,Health Points,POINT (8272569.19589469 3705649.80348487)
,Health Points,POINT (8272439.29589469 3705607.12848487)
,Health Points,POINT (8271465.04589469 3705559.27848487)
,Health Points,POINT (8271373.32089469 3705477.52848487)
,Health Points,POINT (8272032.04589469 3705452.40348487)
,Health Points,POINT (8272961.52089469 3705448.27848487)
,Health Points,POINT (8272075.69589469 3705331.57848487)
,Health Points,POINT (8271523.84589469 3705249.45348487)
,Health Points,POINT (8272882.09589469 3705195.67848487)
,Health Points,POINT (8272189.09589469 3704996.47848487)
,Health Points,POINT (8272790.44589469 3704980.95348487)
,Health Points,POINT (8272409.44589469 3704837.92848487)
,Health Points,POINT (8272682.07089469 3704325.60348487)
,Health Points,POINT (8271767.22089469 3708053.32848487)
,Health Points,POINT (8272152.72089469 3708032.55348487)
,Health Points,POINT (8271867.49589469 3707999.92848487)
,Health Points,POINT (8272502.29589469 3707906.25348487)
,Health Points,POINT (8272614.87089469 3707535.90348487)
,Health Points,POINT (8272613.07089469 3707498.25348487)
,Health Points,POINT (8272780.32089469 3707458.57848487)
,Health Points,POINT (8272643.52089469 3707387.32848487)
,Health Points,POINT (8272695.19589469 3707274.97848487)
,Health Points,POINT (8272667.44589469 3707268.37848487)
,Health Points,POINT (8272587.12089469 3707267.17848487)
,Health Points,POINT (8272867.24589469 3707134.05348487)
,Health Points,POINT (8272936.69589469 3707126.62848487)
,Health Points,POINT (8272871.37089469 3707111.10348487)
,Health Points,POINT (8272727.44589469 3707110.42848487)
,Health Points,POINT (8272649.82089469 3707035.27848487)
,Health Points,POINT (8271070.32089469 3707030.70348487)
,Health Points,POINT (8272929.87089469 3706992.52848487)
,Health Points,POINT (8272912.32089469 3706974.00348487)
,Health Points,POINT (8272758.49589469 3706967.17848487)
,Health Points,POINT (8271299.97089469 3706962.07848487)
,Health Points,POINT (8272940.67089469 3706896.67848487)
,Health Points,POINT (8272920.64589469 3706891.05348487)
,Health Points,POINT (8272705.92089469 3706878.15348487)
,Health Points,POINT (8272455.72089469 3706851.07848487)
,Health Points,POINT (8271431.89589469 3706746.75348487)
,Health Points,POINT (8272083.72089469 3706681.05348487)
,Health Points,POINT (8273206.09589469 3678335.85348487)
,Health Points,POINT (8273367.27089469 3685311.00348487)
,Health Points,POINT (8274553.54589469 3688810.72848487)
,Health Points,POINT (8274721.39589469 3688744.72848487)
,Health Points,POINT (8273988.34589469 3687032.62848487)
,Health Points,POINT (8274831.27089469 3689000.02848487)
,Health Points,POINT (8274041.52089469 3692374.27848487)
,Health Points,POINT (8273361.64589469 3692250.97848487)
,Health Points,POINT (8273074.69589469 3691969.05348487)
,Health Points,POINT (8273172.04589469 3691905.52848487)
,Health Points,POINT (8273266.69589469 3691880.47848487)
,Health Points,POINT (8273599.02089469 3691734.75348487)
,Health Points,POINT (8273284.62089469 3694498.57848487)
,Health Points,POINT (8274878.44589469 3694486.72848487)
,Health Points,POINT (8274286.92089469 3694479.60348487)
,Health Points,POINT (8273171.44589469 3694270.20348487)
,Health Points,POINT (8274051.64589469 3694181.25348487)
,Health Points,POINT (8273202.19589469 3694079.17848487)
,Health Points,POINT (8274603.72089469 3693973.72848487)
,Health Points,POINT (8274270.49589469 3693799.12848487)
,Health Points,POINT (8274586.99589469 3693468.22848487)
,Health Points,POINT (8273247.57089469 3693437.17848487)
,Health Points,POINT (8274664.02089469 3693337.50348487)
,Health Points,POINT (8274162.12089469 3693040.65348487)
,Health Points,POINT (8274265.69589469 3692880.67848487)
,Health Points,POINT (8274612.12089469 3692736.15348487)
,Health Points,POINT (8274082.69589469 3696337.95348487)
,Health Points,POINT (8273899.69589469 3696292.20348487)
,Health Points,POINT (8273438.07089469 3695721.75348487)
,Health Points,POINT (8273415.34589469 3695704.27848487)
,Health Points,POINT (8273476.62089469 3695625.45348487)
,Health Points,POINT (8274481.62089469 3695521.05348487)
,Health Points,POINT (8274487.54589469 3695242.20348487)
,Health Points,POINT (8273961.19589469 3694894.05348487)
,Health Points,POINT (8273808.34589469 3694854.30348487)
,Health Points,POINT (8273960.89589469 3694825.65348487)
,Health Points,POINT (8274320.67089469 3698432.25348487)
,Health Points,POINT (8274547.62089469 3698403.30348487)
,Health Points,POINT (8274329.67089469 3698402.92848487)
,Health Points,POINT (8273301.64589469 3698318.77848487)
,Health Points,POINT (8273719.02089469 3698276.70348487)
,Health Points,POINT (8273135.29589469 3698026.72848487)
,Health Points,POINT (8274794.52089469 3697882.87848487)
,Health Points,POINT (8273212.32089469 3697773.75348487)
,Health Points,POINT (8273064.79589469 3697735.87848487)
,Health Points,POINT (8273786.82089469 3697689.00348487)
,Health Points,POINT (8273693.07089469 3697618.57848487)
,Health Points,POINT (8273694.27089469 3697294.95348487)
,Health Points,POINT (8273141.89589469 3700206.67848487)
,Health Points,POINT (8273874.87089469 3700117.35348487)
,Health Points,POINT (8274192.27089469 3699415.20348487)
,Health Points,POINT (8274054.04589469 3699387.30348487)
,Health Points,POINT (8274069.87089469 3699356.55348487)
,Health Points,POINT (8273812.77089469 3699181.35348487)
,Health Points,POINT (8273153.22089469 3698908.65348487)
,Health Points,POINT (8273565.87089469 3698870.40348487)
,Health Points,POINT (8274139.77089469 3698666.25348487)
,Health Points,POINT (8274420.42089469 3698551.87848487)
,Health Points,POINT (8273961.49589469 3698540.02848487)
,Health Points,POINT (8274211.39589469 3702297.67848487)
,Health Points,POINT (8274226.02089469 3702243.07848487)
,Health Points,POINT (8274288.12089469 3702072.75348487)
,Health Points,POINT (8273782.92089469 3702018.75348487)
,Health Points,POINT (8273057.67089469 3701942.32848487)
,Health Points,POINT (8273708.29589469 3701910.07848487)
,Health Points,POINT (8273540.22089469 3701804.10348487)
,Health Points,POINT (8274198.87089469 3701758.72848487)
,Health Points,POINT (8274340.99589469 3701674.20348487)
,Health Points,POINT (8273109.04589469 3701644.42848487)
,Health Points,POINT (8273133.49589469 3701528.55348487)
,Health Points,POINT (8274737.22089469 3701373.22848487)
,Health Points,POINT (8274584.29589469 3701313.22848487)
,Health Points,POINT (8273450.07089469 3701144.47848487)
,Health Points,POINT (8273813.07089469 3701140.35348487)
,Health Points,POINT (8273615.97089469 3700948.95348487)
,Health Points,POINT (8273825.97089469 3700944.45348487)
,Health Points,POINT (8272969.84589469 3700940.02848487)
,Health Points,POINT (8273858.44589469 3700671.30348487)
,Health Points,POINT (8273046.04589469 3700611.52848487)
,Health Points,POINT (8273216.22089469 3700469.40348487)
,Health Points,POINT (8274109.24589469 3704189.10348487)
,Health Points,POINT (8273529.42089469 3703873.50348487)
,Health Points,POINT (8274319.77089469 3703724.55348487)
,Health Points,POINT (8274715.69589469 3703422.67848487)
,Health Points,POINT (8274691.54589469 3703394.92848487)
,Health Points,POINT (8274784.39589469 3703383.82848487)
,Health Points,POINT (8274467.29589469 3703357.87848487)
,Health Points,POINT (8274539.52089469 3703351.87848487)
,Health Points,POINT (8274576.87089469 3703278.15348487)
,Health Points,POINT (8274638.67089469 3703222.65348487)
,Health Points,POINT (8274727.99589469 3703215.82848487)
,Health Points,POINT (8274641.37089469 3703211.62848487)
,Health Points,POINT (8274681.94589469 3703135.42848487)
,Health Points,POINT (8274695.74589469 3703131.90348487)
,Health Points,POINT (8274691.47089469 3703076.92848487)
,Health Points,POINT (8274691.84589469 3703050.30348487)
,Health Points,POINT (8274770.59589469 3703024.65348487)
,Health Points,POINT (8273280.42089469 3702989.40348487)
,Health Points,POINT (8274825.57089469 3702844.35348487)
,Health Points,POINT (8274279.79589469 3702693.30348487)
,Health Points,POINT (8274241.54589469 3702654.75348487)
,Health Points,POINT (8273040.34589469 3702641.32848487)
,Health Points,POINT (8274155.59589469 3702582.15348487)
,Health Points,POINT (8274156.49589469 3702532.27848487)
,Health Points,POINT (8274237.72089469 3702511.12848487)
,Health Points,POINT (8274228.12089469 3702417.75348487)
,Health Points,POINT (8274334.09589469 3702366.90348487)
,Health Points,POINT (8274266.07089469 3702343.35348487)
,Health Points,POINT (8274224.82089469 3702333.45348487)
,Health Points,POINT (8273337.79589469 3705767.10348487)
,Health Points,POINT (8274199.47089469 3705686.17848487)
,Health Points,POINT (8273455.09589469 3705652.20348487)
,Health Points,POINT (8272968.12089469 3705537.90348487)
,Health Points,POINT (8273537.52089469 3705351.45348487)
,Health Points,POINT (8273220.34589469 3705111.15348487)
,Health Points,POINT (8273404.02089469 3705081.90348487)
,Health Points,POINT (8273479.24589469 3705043.42848487)
,Health Points,POINT (8273115.64589469 3705039.82848487)
,Health Points,POINT (8273133.79589469 3705024.60348487)
,Health Points,POINT (8273417.44589469 3705022.80348487)
,Health Points,POINT (8273482.54589469 3705005.40348487)
,Health Points,POINT (8273555.07089469 3705004.87848487)
,Health Points,POINT (8273781.12089469 3704968.12848487)
,Health Points,POINT (8273374.77089469 3704957.92848487)
,Health Points,POINT (8273344.32089469 3704950.20348487)
,Health Points,POINT (8273395.39589469 3704937.37848487)
,Health Points,POINT (8273366.97089469 3704929.72848487)
,Health Points,POINT (8273423.14589469 3704851.95348487)
,Health Points,POINT (8273449.69589469 3704836.20348487)
,Health Points,POINT (8273506.09589469 3704728.65348487)
,Health Points,POINT (8273700.57089469 3704613.15348487)
,Health Points,POINT (8273655.42089469 3704318.10348487)
,Health Points,POINT (8273088.72089469 3704291.92848487)
,Health Points,POINT (8272977.64589469 3704285.02848487)
,Health Points,POINT (8273772.79589469 3704239.65348487)
,Health Points,POINT (8274308.44589469 3707719.95348487)
,Health Points,POINT (8273832.79589469 3707550.30348487)
,Health Points,POINT (8274343.69589469 3707507.25348487)
,Health Points,POINT (8273672.14589469 3707492.02848487)
,Health Points,POINT (8273464.02089469 3707437.72848487)
,Health Points,POINT (8272970.14589469 3707016.75348487)
,Health Points,POINT (8272991.67089469 3706998.75348487)
,Health Points,POINT (8272992.57089469 3706959.75348487)
,Health Points,POINT (8273062.17089469 3706918.50348487)
,Health Points,POINT (8274680.14589469 3706698.37848487)
,Health Points,POINT (8274484.02089469 3706548.82848487)
,Health Points,POINT (8274207.19589469 3709628.70348487)
,Health Points,POINT (8274043.02089469 3709621.27848487)
,Health Points,POINT (8273927.14589469 3709618.50348487)
,Health Points,POINT (8273837.29589469 3709598.47848487)
,Health Points,POINT (8274111.72089469 3709542.45348487)
,Health Points,POINT (8274552.64589469 3709535.25348487)
,Health Points,POINT (8274454.17089469 3709460.32848487)
,Health Points,POINT (8274819.87089469 3709140.82848487)
,Health Points,POINT (8274077.97089469 3708900.15348487)
,Health Points,POINT (8273696.67089469 3708227.77848487)
,Health Points,POINT (8273359.84589469 3708222.97848487)
,Health Points,POINT (8274756.34589469 3711791.02848487)
,Health Points,POINT (8273770.69589469 3711583.80348487)
,Health Points,POINT (8274154.09589469 3711481.42848487)
,Health Points,POINT (8274109.84589469 3711449.77848487)
,Health Points,POINT (8273199.79589469 3711379.35348487)
,Health Points,POINT (8273093.22089469 3711359.62848487)
,Health Points,POINT (8274436.84589469 3711075.37848487)
,Health Points,POINT (8273912.82089469 3711025.80348487)
,Health Points,POINT (8273308.47089469 3710958.60348487)
,Health Points,POINT (8273777.52089469 3710687.17848487)
,Health Points,POINT (8274602.52089469 3710331.30348487)
,Health Points,POINT (8272997.67089469 3712554.90348487)
,Health Points,POINT (8274213.79589469 3712056.15348487)
,Health Points,POINT (8276446.02089469 3685633.50348487)
,Health Points,POINT (8276534.37089469 3688492.42848487)
,Health Points,POINT (8275177.92089469 3688093.72848487)
,Health Points,POINT (8275749.42089469 3690590.47848487)
,Health Points,POINT (8275823.14589469 3690541.20348487)
,Health Points,POINT (8276465.37089469 3690510.22848487)
,Health Points,POINT (8276150.67089469 3690102.97848487)
,Health Points,POINT (8276072.74589469 3689801.92848487)
,Health Points,POINT (8275947.34589469 3689562.82848487)
,Health Points,POINT (8276144.74589469 3689236.72848487)
,Health Points,POINT (8276472.27089469 3688961.17848487)
,Health Points,POINT (8275047.12089469 3692676.67848487)
,Health Points,POINT (8276710.84589469 3692492.17848487)
,Health Points,POINT (8276764.54589469 3692241.07848487)
,Health Points,POINT (8276672.29589469 3692214.45348487)
,Health Points,POINT (8276440.32089469 3691994.70348487)
,Health Points,POINT (8276718.64589469 3691986.67848487)
,Health Points,POINT (8276423.59589469 3691967.32848487)
,Health Points,POINT (8276423.89589469 3691940.47848487)
