name,POI,geometry
,Food Points,POINT (8268835 3698529)
,Food Points,POINT (8267851 3698469)
,Food Points,POINT (8267525 3698428)
,Food Points,POINT (8267119 3698392)
,Food Points,POINT (8268957 3698392)
,Food Points,POINT (8267179 3698376)
,Food Points,POINT (8267215 3698364)
,Food Points,POINT (8267260 3698350)
,Food Points,POINT (8267286 3698345)
,Food Points,POINT (8267207 3698329)
,Food Points,POINT (8267378 3698327)
,Food Points,POINT (8267354 3698325)
,Food Points,POINT (8267317 3698318)
,Food Points,POINT (8268554 3698307)
,Food Points,POINT (8268112 3702082)
,Food Points,POINT (8267989 3702051)
,Food Points,POINT (8267601 3702046)
,Food Points,POINT (8268140 3702037)
,Food Points,POINT (8268319 3701959)
,Food Points,POINT (8268857 3701956)
,Food Points,POINT (8267213 3701956)
,Food Points,POINT (8267232 3701894)
,Food Points,POINT (8268854 3701870)
,Food Points,POINT (8268879 3701836)
,Food Points,POINT (8268267 3701796)
,Food Points,POINT (8267290 3701791)
,Food Points,POINT (8268621 3701679)
,Food Points,POINT (8267291 3701662)
,Food Points,POINT (8268528 3701624)
,Food Points,POINT (8267900 3701604)
,Food Points,POINT (8268023 3701572)
,Food Points,POINT (8268902 3701553)
,Food Points,POINT (8267932 3701545)
,Food Points,POINT (8268409 3701434)
,Food Points,POINT (8267656 3701401)
,Food Points,POINT (8268161 3701399)
,Food Points,POINT (8267620 3701317)
,Food Points,POINT (8268509 3701269)
,Food Points,POINT (8268699 3701263)
,Food Points,POINT (8268711 3701249)
,Food Points,POINT (8268728 3701240)
,Food Points,POINT (8268647 3701232)
,Food Points,POINT (8268703 3701226)
,Food Points,POINT (8268579 3701208)
,Food Points,POINT (8268722 3701186)
,Food Points,POINT (8268808 3701181)
,Food Points,POINT (8267232 3701177)
,Food Points,POINT (8268560 3701159)
,Food Points,POINT (8268539 3701149)
,Food Points,POINT (8268296 3701114)
,Food Points,POINT (8268492 3701085)
,Food Points,POINT (8268358 3701082)
,Food Points,POINT (8267466 3700961)
,Food Points,POINT (8268476 3700899)
,Food Points,POINT (8268889 3700887)
,Food Points,POINT (8267838 3700881)
,Food Points,POINT (8268151 3700863)
,Food Points,POINT (8267419 3700810)
,Food Points,POINT (8267419 3700756)
,Food Points,POINT (8267865 3700727)
,Food Points,POINT (8267792 3700723)
,Food Points,POINT (8267604 3700720)
,Food Points,POINT (8267585 3700706)
,Food Points,POINT (8268906 3700674)
,Food Points,POINT (8267646 3700654)
,Food Points,POINT (8267656 3700638)
,Food Points,POINT (8267658 3700609)
,Food Points,POINT (8268840 3700593)
,Food Points,POINT (8268750 3700584)
,Food Points,POINT (8268824 3700575)
,Food Points,POINT (8267337 3700567)
,Food Points,POINT (8267650 3700566)
,Food Points,POINT (8267642 3700555)
,Food Points,POINT (8267569 3700548)
,Food Points,POINT (8267264 3700536)
,Food Points,POINT (8267313 3700528)
,Food Points,POINT (8267624 3700527)
,Food Points,POINT (8267727 3700513)
,Food Points,POINT (8267614 3700511)
,Food Points,POINT (8267470 3700494)
,Food Points,POINT (8267545 3700469)
,Food Points,POINT (8267238 3700464)
,Food Points,POINT (8267773 3700453)
,Food Points,POINT (8267330 3700431)
,Food Points,POINT (8267329 3700430)
,Food Points,POINT (8267813 3700421)
,Food Points,POINT (8267617 3700419)
,Food Points,POINT (8268698 3700417)
,Food Points,POINT (8267763 3700416)
,Food Points,POINT (8267377 3700413)
,Food Points,POINT (8267783 3700391)
,Food Points,POINT (8267584 3700370)
,Food Points,POINT (8267116 3700363)
,Food Points,POINT (8267639 3700349)
,Food Points,POINT (8267795 3700348)
,Food Points,POINT (8267162 3700346)
,Food Points,POINT (8267577 3700324)
,Food Points,POINT (8268628 3700322)
,Food Points,POINT (8268049 3700310)
,Food Points,POINT (8268326 3700289)
,Food Points,POINT (8267697 3700253)
,Food Points,POINT (8267467 3700225)
,Food Points,POINT (8268284 3703991)
,Food Points,POINT (8268664 3703935)
,Food Points,POINT (8268608 3703842)
,Food Points,POINT (8267987 3703669)
,Food Points,POINT (8267088 3703624)
,Food Points,POINT (8268858 3703603)
,Food Points,POINT (8268498 3703579)
,Food Points,POINT (8268879 3703576)
,Food Points,POINT (8268173 3703571)
,Food Points,POINT (8268863 3703559)
,Food Points,POINT (8268945 3703534)
,Food Points,POINT (8268746 3703528)
,Food Points,POINT (8267378 3703443)
,Food Points,POINT (8268093 3703437)
,Food Points,POINT (8268148 3703426)
,Food Points,POINT (8267427 3703417)
,Food Points,POINT (8268087 3703390)
,Food Points,POINT (8268095 3703334)
,Food Points,POINT (8268087 3703308)
,Food Points,POINT (8268066 3703307)
,Food Points,POINT (8267475 3703281)
,Food Points,POINT (8268090 3703279)
,Food Points,POINT (8267183 3703215)
,Food Points,POINT (8268443 3703213)
,Food Points,POINT (8268220 3703198)
,Food Points,POINT (8267135 3703125)
,Food Points,POINT (8268602 3703048)
,Food Points,POINT (8268607 3702965)
,Food Points,POINT (8268601 3702939)
,Food Points,POINT (8268103 3702896)
,Food Points,POINT (8267741 3702886)
,Food Points,POINT (8267433 3702860)
,Food Points,POINT (8267948 3702807)
,Food Points,POINT (8268002 3702804)
,Food Points,POINT (8267909 3702735)
,Food Points,POINT (8268115 3702687)
,Food Points,POINT (8267952 3702684)
,Food Points,POINT (8267963 3702681)
,Food Points,POINT (8267170 3702680)
,Food Points,POINT (8268001 3702664)
,Food Points,POINT (8268156 3702625)
,Food Points,POINT (8267138 3702618)
,Food Points,POINT (8268336 3702615)
,Food Points,POINT (8268235 3702603)
,Food Points,POINT (8268330 3702589)
,Food Points,POINT (8268418 3702583)
,Food Points,POINT (8268403 3702571)
,Food Points,POINT (8267968 3702561)
,Food Points,POINT (8268794 3702552)
,Food Points,POINT (8268484 3702552)
,Food Points,POINT (8268810 3702548)
,Food Points,POINT (8267952 3702545)
,Food Points,POINT (8268905 3702534)
,Food Points,POINT (8268179 3702489)
,Food Points,POINT (8268581 3702477)
,Food Points,POINT (8268530 3702456)
,Food Points,POINT (8268691 3702422)
,Food Points,POINT (8268057 3702340)
,Food Points,POINT (8267939 3702335)
,Food Points,POINT (8267940 3702309)
,Food Points,POINT (8267960 3702299)
,Food Points,POINT (8267945 3702296)
,Food Points,POINT (8268043 3702290)
,Food Points,POINT (8267974 3702241)
,Food Points,POINT (8267403 3702150)
,Food Points,POINT (8267598 3702124)
,Food Points,POINT (8268609 3705860)
,Food Points,POINT (8268569 3705824)
,Food Points,POINT (8268602 3705670)
,Food Points,POINT (8268811 3705526)
,Food Points,POINT (8267624 3705215)
,Food Points,POINT (8268715 3705198)
,Food Points,POINT (8267389 3705178)
,Food Points,POINT (8267110 3705155)
,Food Points,POINT (8268202 3705064)
,Food Points,POINT (8267859 3705054)
,Food Points,POINT (8267946 3705050)
,Food Points,POINT (8268252 3704995)
,Food Points,POINT (8267137 3704967)
,Food Points,POINT (8268378 3704944)
,Food Points,POINT (8268889 3704925)
,Food Points,POINT (8268084 3704924)
,Food Points,POINT (8268495 3704876)
,Food Points,POINT (8268134 3704872)
,Food Points,POINT (8267680 3704857)
,Food Points,POINT (8268019 3704832)
,Food Points,POINT (8268942 3704807)
,Food Points,POINT (8267903 3704686)
,Food Points,POINT (8268920 3704621)
,Food Points,POINT (8268909 3704604)
,Food Points,POINT (8267605 3704600)
,Food Points,POINT (8267713 3704593)
,Food Points,POINT (8267749 3704580)
,Food Points,POINT (8268921 3704564)
,Food Points,POINT (8268895 3704556)
,Food Points,POINT (8267773 3704513)
,Food Points,POINT (8268112 3704452)
,Food Points,POINT (8268480 3704445)
,Food Points,POINT (8268734 3704437)
,Food Points,POINT (8268830 3704382)
,Food Points,POINT (8268866 3704372)
,Food Points,POINT (8268311 3704330)
,Food Points,POINT (8267273 3704196)
,Food Points,POINT (8268286 3704070)
,Food Points,POINT (8268752 3707291)
,Food Points,POINT (8268707 3707281)
,Food Points,POINT (8268816 3707263)
,Food Points,POINT (8268841 3706175)
,Food Points,POINT (8268767 3706016)
,Food Points,POINT (8268825 3707934)
,Food Points,POINT (8268899 3707873)
,Food Points,POINT (8267921 3713481)
,Food Points,POINT (8267929 3713456)
,Food Points,POINT (8268489 3713421)
,Food Points,POINT (8267212 3713415)
,Food Points,POINT (8268216 3713404)
,Food Points,POINT (8268068 3713403)
,Food Points,POINT (8267930 3713392)
,Food Points,POINT (8268018 3713324)
,Food Points,POINT (8268533 3713300)
,Food Points,POINT (8268541 3713271)
,Food Points,POINT (8268575 3713256)
,Food Points,POINT (8268935 3713182)
,Food Points,POINT (8268898 3713180)
,Food Points,POINT (8268707 3713153)
,Food Points,POINT (8268953 3713143)
,Food Points,POINT (8268674 3713136)
,Food Points,POINT (8267948 3713083)
,Food Points,POINT (8267527 3713037)
,Food Points,POINT (8268261 3713032)
,Food Points,POINT (8268147 3713020)
,Food Points,POINT (8268956 3712974)
,Food Points,POINT (8268003 3712959)
,Food Points,POINT (8267815 3712931)
,Food Points,POINT (8267741 3712909)
,Food Points,POINT (8267193 3712903)
,Food Points,POINT (8267123 3712897)
,Food Points,POINT (8267076 3712860)
,Food Points,POINT (8267549 3712844)
,Food Points,POINT (8267465 3712828)
,Food Points,POINT (8267443 3712822)
,Food Points,POINT (8267350 3712821)
,Food Points,POINT (8267706 3712811)
,Food Points,POINT (8267179 3712762)
,Food Points,POINT (8267074 3712748)
,Food Points,POINT (8267319 3712726)
,Food Points,POINT (8267231 3712705)
,Food Points,POINT (8267196 3712692)
,Food Points,POINT (8267151 3712670)
,Food Points,POINT (8267128 3712657)
,Food Points,POINT (8267547 3712538)
,Food Points,POINT (8267373 3712527)
,Food Points,POINT (8267761 3712488)
,Food Points,POINT (8268055 3712450)
,Food Points,POINT (8267558 3712400)
,Food Points,POINT (8267996 3712395)
,Food Points,POINT (8268382 3711896)
,Food Points,POINT (8268538 3715389)
,Food Points,POINT (8268625 3715373)
,Food Points,POINT (8268743 3715339)
,Food Points,POINT (8267746 3715213)
,Food Points,POINT (8268747 3715082)
,Food Points,POINT (8268732 3714828)
,Food Points,POINT (8268247 3714800)
,Food Points,POINT (8268435 3714799)
,Food Points,POINT (8268725 3714784)
,Food Points,POINT (8268628 3714783)
,Food Points,POINT (8268691 3714539)
,Food Points,POINT (8268438 3714533)
,Food Points,POINT (8268816 3714532)
,Food Points,POINT (8268858 3714521)
,Food Points,POINT (8268715 3714515)
,Food Points,POINT (8268415 3714406)
,Food Points,POINT (8268956 3714290)
,Food Points,POINT (8267622 3713722)
,Food Points,POINT (8268310 3717308)
,Food Points,POINT (8268939 3717227)
,Food Points,POINT (8268644 3717116)
,Food Points,POINT (8268678 3716879)
,Food Points,POINT (8268669 3716472)
,Food Points,POINT (8268943 3716453)
,Food Points,POINT (8268373 3715898)
,Food Points,POINT (8268869 3715665)
,Food Points,POINT (8268484 3715654)
,Food Points,POINT (8268729 3715629)
,Food Points,POINT (8268031 3715567)
,Food Points,POINT (8268067 3715531)
,Food Points,POINT (8268651 3718653)
,Food Points,POINT (8268672 3718623)
,Food Points,POINT (8268780 3718593)
,Food Points,POINT (8268736 3718529)
,Food Points,POINT (8268791 3718478)
,Food Points,POINT (8268771 3718478)
,Food Points,POINT (8268643 3718158)
,Food Points,POINT (8268928 3718149)
,Food Points,POINT (8268713 3717902)
,Food Points,POINT (8268921 3717892)
,Food Points,POINT (8268951 3717885)
,Food Points,POINT (8268385 3717523)
,Food Points,POINT (8268468 3717486)
,Food Points,POINT (8268872 3719552)
,Food Points,POINT (8269913 3676019)
,Food Points,POINT (8269883 3675594)
,Food Points,POINT (8269256 3680119)
,Food Points,POINT (8269275 3679233)
,Food Points,POINT (8269937 3681166)
,Food Points,POINT (8269946 3684841)
,Food Points,POINT (8269444 3684737)
,Food Points,POINT (8269758 3684735)
,Food Points,POINT (8270036 3684646)
,Food Points,POINT (8269905 3684616)
,Food Points,POINT (8269904 3684597)
,Food Points,POINT (8269900 3684544)
,Food Points,POINT (8269978 3684492)
,Food Points,POINT (8269377 3684466)
,Food Points,POINT (8270313 3683793)
,Food Points,POINT (8269885 3683658)
,Food Points,POINT (8269428 3686762)
,Food Points,POINT (8269250 3686756)
,Food Points,POINT (8269881 3686524)
,Food Points,POINT (8269726 3686496)
,Food Points,POINT (8270761 3685434)
,Food Points,POINT (8270201 3688733)
,Food Points,POINT (8270718 3688650)
,Food Points,POINT (8269492 3688648)
,Food Points,POINT (8270002 3688583)
,Food Points,POINT (8268986 3688578)
,Food Points,POINT (8269935 3688564)
,Food Points,POINT (8270455 3688532)
,Food Points,POINT (8270774 3688468)
,Food Points,POINT (8269884 3688461)
,Food Points,POINT (8269128 3688327)
,Food Points,POINT (8270732 3688250)
,Food Points,POINT (8270356 3688092)
,Food Points,POINT (8269268 3688078)
,Food Points,POINT (8269261 3688060)
,Food Points,POINT (8270327 3688058)
,Food Points,POINT (8269157 3687945)
,Food Points,POINT (8270329 3687935)
,Food Points,POINT (8269036 3687859)
,Food Points,POINT (8269081 3687834)
,Food Points,POINT (8268970 3687704)
,Food Points,POINT (8268987 3687622)
,Food Points,POINT (8270302 3687420)
,Food Points,POINT (8269552 3687297)
,Food Points,POINT (8269603 3687239)
,Food Points,POINT (8269003 3687235)
,Food Points,POINT (8270589 3687212)
,Food Points,POINT (8269582 3687206)
,Food Points,POINT (8269707 3687131)
,Food Points,POINT (8269939 3686995)
,Food Points,POINT (8269006 3686917)
,Food Points,POINT (8270504 3690623)
,Food Points,POINT (8268998 3690588)
,Food Points,POINT (8269570 3690584)
,Food Points,POINT (8269867 3690577)
,Food Points,POINT (8269543 3690574)
,Food Points,POINT (8269558 3690558)
,Food Points,POINT (8270061 3690526)
,Food Points,POINT (8269286 3690519)
,Food Points,POINT (8270112 3690502)
,Food Points,POINT (8269815 3690493)
,Food Points,POINT (8270124 3690471)
,Food Points,POINT (8270029 3690460)
,Food Points,POINT (8269155 3690432)
,Food Points,POINT (8270487 3690417)
,Food Points,POINT (8270006 3690409)
,Food Points,POINT (8270784 3690402)
,Food Points,POINT (8270805 3690390)
,Food Points,POINT (8270524 3690360)
,Food Points,POINT (8270565 3690360)
,Food Points,POINT (8270514 3690345)
,Food Points,POINT (8270658 3690334)
,Food Points,POINT (8270092 3690327)
,Food Points,POINT (8270631 3690308)
,Food Points,POINT (8270719 3690289)
,Food Points,POINT (8270856 3690199)
,Food Points,POINT (8270163 3690093)
,Food Points,POINT (8270119 3690038)
,Food Points,POINT (8269127 3689992)
,Food Points,POINT (8269038 3689987)
,Food Points,POINT (8270307 3689969)
,Food Points,POINT (8269278 3689953)
,Food Points,POINT (8269029 3689939)
,Food Points,POINT (8269344 3689931)
,Food Points,POINT (8269158 3689931)
,Food Points,POINT (8270196 3689920)
,Food Points,POINT (8269413 3689898)
,Food Points,POINT (8269407 3689878)
,Food Points,POINT (8268968 3689855)
,Food Points,POINT (8269692 3689851)
,Food Points,POINT (8269580 3689818)
,Food Points,POINT (8269642 3689793)
,Food Points,POINT (8270107 3689719)
,Food Points,POINT (8269754 3689636)
,Food Points,POINT (8269977 3689591)
,Food Points,POINT (8269996 3689581)
,Food Points,POINT (8269990 3689386)
,Food Points,POINT (8270484 3689334)
,Food Points,POINT (8269890 3689299)
,Food Points,POINT (8270726 3689260)
,Food Points,POINT (8270841 3689243)
,Food Points,POINT (8270544 3689180)
,Food Points,POINT (8269862 3689126)
,Food Points,POINT (8269814 3689073)
,Food Points,POINT (8269779 3689060)
,Food Points,POINT (8269284 3689035)
,Food Points,POINT (8269802 3689033)
,Food Points,POINT (8269784 3689015)
,Food Points,POINT (8269773 3689000)
,Food Points,POINT (8269778 3688977)
,Food Points,POINT (8269722 3688962)
,Food Points,POINT (8269980 3688916)
,Food Points,POINT (8269671 3688863)
,Food Points,POINT (8269576 3688800)
,Food Points,POINT (8269693 3688785)
,Food Points,POINT (8269659 3688775)
,Food Points,POINT (8269686 3688770)
,Food Points,POINT (8270201 3692263)
,Food Points,POINT (8270730 3692253)
,Food Points,POINT (8270839 3692210)
,Food Points,POINT (8270295 3692007)
,Food Points,POINT (8269973 3691998)
,Food Points,POINT (8270108 3691982)
,Food Points,POINT (8269966 3691977)
,Food Points,POINT (8270008 3691972)
,Food Points,POINT (8269853 3691972)
,Food Points,POINT (8269175 3691902)
,Food Points,POINT (8269182 3691869)
,Food Points,POINT (8269226 3691860)
,Food Points,POINT (8270413 3691842)
,Food Points,POINT (8269236 3691785)
,Food Points,POINT (8269372 3691734)
,Food Points,POINT (8270373 3691719)
,Food Points,POINT (8269569 3691685)
,Food Points,POINT (8270357 3691682)
,Food Points,POINT (8269989 3691665)
,Food Points,POINT (8269947 3691659)
,Food Points,POINT (8269543 3691659)
,Food Points,POINT (8270040 3691652)
,Food Points,POINT (8270278 3691650)
,Food Points,POINT (8270298 3691650)
,Food Points,POINT (8270316 3691649)
,Food Points,POINT (8269565 3691649)
,Food Points,POINT (8270324 3691645)
,Food Points,POINT (8270491 3691643)
,Food Points,POINT (8269918 3691642)
,Food Points,POINT (8270351 3691640)
,Food Points,POINT (8269957 3691638)
,Food Points,POINT (8269966 3691634)
,Food Points,POINT (8270299 3691634)
,Food Points,POINT (8270711 3691633)
,Food Points,POINT (8270710 3691618)
,Food Points,POINT (8269618 3691604)
,Food Points,POINT (8269673 3691602)
,Food Points,POINT (8269924 3691584)
,Food Points,POINT (8269911 3691570)
,Food Points,POINT (8270430 3691568)
,Food Points,POINT (8269704 3691563)
,Food Points,POINT (8269468 3691556)
,Food Points,POINT (8269545 3691553)
,Food Points,POINT (8270832 3691532)
,Food Points,POINT (8269594 3691513)
,Food Points,POINT (8269404 3691503)
,Food Points,POINT (8270750 3691487)
,Food Points,POINT (8269490 3691467)
,Food Points,POINT (8269453 3691437)
,Food Points,POINT (8269375 3691432)
,Food Points,POINT (8269482 3691427)
,Food Points,POINT (8269450 3691424)
,Food Points,POINT (8270816 3691424)
,Food Points,POINT (8269410 3691388)
,Food Points,POINT (8270863 3691380)
,Food Points,POINT (8270720 3691379)
,Food Points,POINT (8270822 3691374)
,Food Points,POINT (8270248 3691353)
,Food Points,POINT (8269352 3691322)
,Food Points,POINT (8269333 3691301)
,Food Points,POINT (8270031 3691294)
,Food Points,POINT (8269229 3691265)
,Food Points,POINT (8270573 3691258)
,Food Points,POINT (8269277 3691248)
,Food Points,POINT (8269135 3691207)
,Food Points,POINT (8269209 3691174)
,Food Points,POINT (8269389 3691174)
,Food Points,POINT (8269126 3691168)
,Food Points,POINT (8270120 3691130)
,Food Points,POINT (8270210 3691130)
,Food Points,POINT (8269617 3691111)
,Food Points,POINT (8269107 3691053)
,Food Points,POINT (8270697 3691021)
,Food Points,POINT (8268969 3691009)
,Food Points,POINT (8270484 3690989)
,Food Points,POINT (8269030 3690973)
,Food Points,POINT (8270627 3690952)
,Food Points,POINT (8270578 3690950)
,Food Points,POINT (8270597 3690935)
,Food Points,POINT (8268991 3690931)
,Food Points,POINT (8268974 3690918)
,Food Points,POINT (8270729 3690886)
,Food Points,POINT (8269731 3690844)
,Food Points,POINT (8270483 3690841)
,Food Points,POINT (8270592 3690795)
,Food Points,POINT (8270327 3690776)
,Food Points,POINT (8269576 3690726)
,Food Points,POINT (8270070 3690681)
,Food Points,POINT (8270325 3694455)
,Food Points,POINT (8270402 3694423)
,Food Points,POINT (8270379 3694415)
,Food Points,POINT (8269520 3694366)
,Food Points,POINT (8269549 3694308)
,Food Points,POINT (8269734 3694259)
,Food Points,POINT (8269274 3694258)
,Food Points,POINT (8269732 3694249)
,Food Points,POINT (8269724 3694207)
,Food Points,POINT (8269723 3694206)
,Food Points,POINT (8270021 3694179)
,Food Points,POINT (8269683 3694042)
,Food Points,POINT (8270162 3693894)
,Food Points,POINT (8270832 3693866)
,Food Points,POINT (8270787 3693831)
,Food Points,POINT (8270829 3693768)
,Food Points,POINT (8270666 3693763)
,Food Points,POINT (8270770 3693736)
,Food Points,POINT (8270596 3693719)
,Food Points,POINT (8270386 3693686)
,Food Points,POINT (8269909 3693667)
,Food Points,POINT (8270002 3693661)
,Food Points,POINT (8269879 3693632)
,Food Points,POINT (8270088 3693630)
,Food Points,POINT (8270290 3693627)
,Food Points,POINT (8270395 3693590)
,Food Points,POINT (8269928 3693585)
,Food Points,POINT (8270857 3693566)
,Food Points,POINT (8270401 3693511)
,Food Points,POINT (8269652 3693484)
,Food Points,POINT (8269571 3693481)
,Food Points,POINT (8270349 3693470)
,Food Points,POINT (8269593 3693463)
,Food Points,POINT (8270706 3693435)
,Food Points,POINT (8269508 3693402)
,Food Points,POINT (8270011 3693351)
,Food Points,POINT (8270067 3693299)
,Food Points,POINT (8269905 3693286)
,Food Points,POINT (8270013 3693265)
,Food Points,POINT (8269777 3693220)
,Food Points,POINT (8270056 3693193)
,Food Points,POINT (8270065 3693186)
,Food Points,POINT (8270054 3693177)
,Food Points,POINT (8269690 3693057)
,Food Points,POINT (8269724 3693043)
,Food Points,POINT (8269732 3693040)
,Food Points,POINT (8269635 3693016)
,Food Points,POINT (8269764 3693005)
,Food Points,POINT (8269526 3692954)
,Food Points,POINT (8269746 3692936)
,Food Points,POINT (8269321 3692880)
,Food Points,POINT (8270790 3692849)
,Food Points,POINT (8270735 3692834)
,Food Points,POINT (8269701 3692830)
,Food Points,POINT (8269454 3692820)
,Food Points,POINT (8270565 3692795)
,Food Points,POINT (8269613 3692762)
,Food Points,POINT (8269503 3692760)
,Food Points,POINT (8269149 3692725)
,Food Points,POINT (8270616 3692698)
,Food Points,POINT (8270596 3692693)
,Food Points,POINT (8269057 3692649)
,Food Points,POINT (8269040 3692631)
,Food Points,POINT (8269027 3692622)
,Food Points,POINT (8269049 3696057)
,Food Points,POINT (8270697 3696025)
,Food Points,POINT (8270746 3696019)
,Food Points,POINT (8270755 3696018)
,Food Points,POINT (8269155 3695899)
,Food Points,POINT (8269684 3695800)
,Food Points,POINT (8269667 3695790)
,Food Points,POINT (8270774 3695591)
,Food Points,POINT (8270476 3695567)
,Food Points,POINT (8269822 3695459)
,Food Points,POINT (8269296 3695454)
,Food Points,POINT (8270826 3695431)
,Food Points,POINT (8269293 3695415)
,Food Points,POINT (8270866 3695378)
,Food Points,POINT (8270858 3695377)
,Food Points,POINT (8270860 3695357)
,Food Points,POINT (8268987 3695287)
,Food Points,POINT (8268975 3695212)
,Food Points,POINT (8270831 3695158)
,Food Points,POINT (8269092 3695157)
,Food Points,POINT (8269029 3695114)
,Food Points,POINT (8269819 3695079)
,Food Points,POINT (8268981 3695036)
,Food Points,POINT (8269083 3695025)
,Food Points,POINT (8269036 3694992)
,Food Points,POINT (8270332 3694928)
,Food Points,POINT (8269862 3694909)
,Food Points,POINT (8270611 3694867)
,Food Points,POINT (8270235 3694860)
,Food Points,POINT (8270431 3694858)
,Food Points,POINT (8268980 3694848)
,Food Points,POINT (8270041 3694802)
,Food Points,POINT (8270071 3694801)
,Food Points,POINT (8269814 3694789)
,Food Points,POINT (8270803 3694729)
,Food Points,POINT (8269848 3694717)
,Food Points,POINT (8269812 3694710)
,Food Points,POINT (8269816 3694663)
,Food Points,POINT (8269270 3694638)
,Food Points,POINT (8269804 3694632)
,Food Points,POINT (8269739 3694583)
,Food Points,POINT (8269767 3694567)
,Food Points,POINT (8269785 3694558)
,Food Points,POINT (8269708 3694522)
,Food Points,POINT (8269781 3694501)
,Food Points,POINT (8270634 3696957)
,Food Points,POINT (8270075 3700196)
,Food Points,POINT (8270730 3700192)
,Food Points,POINT (8270206 3700190)
,Food Points,POINT (8270245 3700153)
,Food Points,POINT (8269326 3700144)
,Food Points,POINT (8269460 3700096)
,Food Points,POINT (8270268 3700086)
,Food Points,POINT (8269488 3700075)
,Food Points,POINT (8269465 3700030)
,Food Points,POINT (8270116 3700012)
,Food Points,POINT (8269736 3699962)
,Food Points,POINT (8270481 3699891)
,Food Points,POINT (8269671 3699873)
,Food Points,POINT (8270763 3699846)
,Food Points,POINT (8270678 3699827)
,Food Points,POINT (8270587 3699818)
,Food Points,POINT (8270369 3699810)
,Food Points,POINT (8270708 3699774)
,Food Points,POINT (8270639 3699769)
,Food Points,POINT (8270293 3699728)
,Food Points,POINT (8270764 3699725)
,Food Points,POINT (8270328 3699708)
,Food Points,POINT (8270310 3699677)
,Food Points,POINT (8270743 3699662)
,Food Points,POINT (8270842 3699649)
,Food Points,POINT (8269065 3699640)
,Food Points,POINT (8270789 3699607)
,Food Points,POINT (8270817 3699594)
,Food Points,POINT (8269062 3699529)
,Food Points,POINT (8269987 3699345)
,Food Points,POINT (8269172 3699299)
,Food Points,POINT (8268980 3699272)
,Food Points,POINT (8268979 3699232)
,Food Points,POINT (8269782 3699200)
,Food Points,POINT (8269926 3699195)
,Food Points,POINT (8269963 3699185)
,Food Points,POINT (8270169 3699075)
,Food Points,POINT (8269104 3698991)
,Food Points,POINT (8269744 3698968)
,Food Points,POINT (8269184 3698856)
,Food Points,POINT (8269658 3698816)
,Food Points,POINT (8269919 3698767)
,Food Points,POINT (8269836 3698745)
,Food Points,POINT (8270076 3698655)
,Food Points,POINT (8269441 3698575)
,Food Points,POINT (8269003 3698425)
,Food Points,POINT (8270154 3702060)
,Food Points,POINT (8270124 3702044)
,Food Points,POINT (8269276 3701993)
,Food Points,POINT (8269265 3701933)
,Food Points,POINT (8269266 3701932)
,Food Points,POINT (8269691 3701931)
,Food Points,POINT (8269610 3701924)
,Food Points,POINT (8269248 3701906)
,Food Points,POINT (8269599 3701905)
,Food Points,POINT (8270735 3701895)
,Food Points,POINT (8270697 3701887)
,Food Points,POINT (8269582 3701877)
,Food Points,POINT (8269949 3701876)
,Food Points,POINT (8270831 3701871)
,Food Points,POINT (8270412 3701869)
,Food Points,POINT (8269161 3701868)
,Food Points,POINT (8270795 3701866)
,Food Points,POINT (8270778 3701861)
,Food Points,POINT (8270013 3701848)
,Food Points,POINT (8270761 3701834)
,Food Points,POINT (8270025 3701827)
,Food Points,POINT (8270225 3701824)
,Food Points,POINT (8269254 3701823)
,Food Points,POINT (8270537 3701718)
,Food Points,POINT (8270636 3701717)
,Food Points,POINT (8270413 3701659)
,Food Points,POINT (8270137 3701616)
,Food Points,POINT (8270155 3701545)
,Food Points,POINT (8270157 3701534)
,Food Points,POINT (8269887 3701521)
,Food Points,POINT (8269741 3701521)
,Food Points,POINT (8270815 3701517)
,Food Points,POINT (8270124 3701514)
,Food Points,POINT (8270458 3701507)
,Food Points,POINT (8270395 3701432)
,Food Points,POINT (8269655 3701423)
,Food Points,POINT (8270295 3701422)
,Food Points,POINT (8269911 3701413)
,Food Points,POINT (8270865 3701400)
,Food Points,POINT (8270371 3701396)
,Food Points,POINT (8270602 3701379)
,Food Points,POINT (8270317 3701334)
,Food Points,POINT (8270355 3701319)
,Food Points,POINT (8270823 3701244)
,Food Points,POINT (8270391 3701237)
,Food Points,POINT (8270311 3701235)
,Food Points,POINT (8270310 3701234)
,Food Points,POINT (8270371 3701232)
,Food Points,POINT (8269413 3701214)
,Food Points,POINT (8269455 3701208)
,Food Points,POINT (8269404 3701191)
,Food Points,POINT (8269423 3701188)
,Food Points,POINT (8270389 3701159)
,Food Points,POINT (8269318 3701150)
,Food Points,POINT (8269425 3701132)
,Food Points,POINT (8269448 3701127)
,Food Points,POINT (8270597 3701105)
,Food Points,POINT (8269542 3701104)
,Food Points,POINT (8269132 3701098)
,Food Points,POINT (8270613 3701092)
,Food Points,POINT (8269779 3701086)
,Food Points,POINT (8269617 3701074)
,Food Points,POINT (8269685 3701043)
,Food Points,POINT (8269703 3701026)
,Food Points,POINT (8269827 3701022)
,Food Points,POINT (8270124 3701013)
,Food Points,POINT (8269783 3700999)
,Food Points,POINT (8269755 3700998)
,Food Points,POINT (8270095 3700973)
,Food Points,POINT (8269775 3700952)
,Food Points,POINT (8269857 3700948)
,Food Points,POINT (8269817 3700932)
