id,geometry
,POINT (8279835.495894693 3692969.778484872)
,POINT (8284018.545894693 3706564.053484872)
,POINT (8280518.970894692 3693090.753484872)
,POINT (8268650.595894692 3715352.028484872)
,POINT (8272489.545894693 3691756.728484872)
,POINT (8274979.845894692 3709777.578484872)
,POINT (8272897.620894693 3691601.928484872)
,POINT (8277273.720894692 3696298.878484872)
,POINT (8269061.145894693 3681078.003484872)
,POINT (8247666.870894693 3675109.128484872)
,POINT (8271646.845894692 3706205.928484872)
,POINT (8282139.570894693 3705694.203484872)
,POINT (8281943.670894693 3705795.303484872)
,POINT (8272825.545894693 3706564.728484872)
,POINT (8273884.770894693 3708405.078484872)
,POINT (8270098.470894692 3700429.053484872)
,POINT (8290842.645894693 3709660.803484872)
,POINT (8259847.995894693 3678518.328484872)
,POINT (8265096.270894693 3710913.978484872)
,POINT (8273050.395894693 3708372.753484872)
,POINT (8276668.845894692 3709696.578484872)
,POINT (8263372.995894693 3711069.228484872)
,POINT (8272276.020894693 3691898.853484872)
,POINT (8278390.395894693 3695843.703484872)
,POINT (8268895.170894693 3681041.928484872)
,POINT (8244463.395894693 3725124.453484872)
,POINT (8280334.845894692 3693099.078484872)
,POINT (8291129.370894693 3707902.278484872)
,POINT (8283075.720894692 3706658.178484872)
,POINT (8290955.895894693 3709971.603484872)
,POINT (8273764.395894693 3708400.278484872)
,POINT (8273197.545894693 3708439.803484872)
,POINT (8278325.820894693 3695917.428484872)
,POINT (8272500.795894693 3691866.603484872)
,POINT (8268889.395894693 3715347.078484872)
,POINT (8290298.745894693 3709787.028484872)
,POINT (8268835.995894693 3675596.553484872)
,POINT (8280520.995894693 3693153.228484872)
,POINT (8269361.895894693 3704171.403484872)
,POINT (8259724.320894693 3672084.003484872)
,POINT (8265248.145894693 3711543.903484872)
,POINT (8268490.770894693 3715513.278484872)
,POINT (8271647.595894692 3691825.953484872)
,POINT (8282046.570894693 3705762.003484872)
,POINT (8271414.120894693 3706471.953484872)
,POINT (8283447.645894693 3706569.828484872)
,POINT (8267579.070894693 3672967.578484872)
,POINT (8269355.820894693 3700521.903484872)
,POINT (8276112.195894693 3709945.503484872)
,POINT (8272008.945894693 3691930.053484872)
,POINT (8281753.695894693 3705846.078484872)
,POINT (8283589.470894692 3706782.828484872)
,POINT (8239881.720894692 3689180.253484872)
,POINT (8292014.295894693 3704340.603484872)
,POINT (8264941.620894693 3711195.828484872)
,POINT (8278607.220894692 3696410.328484872)
,POINT (8260206.495894693 3673783.203484872)
,POINT (8268335.220894692 3715490.853484872)
,POINT (8265183.870894693 3711220.578484872)
,POINT (8272013.295894693 3691953.228484872)
,POINT (8276097.495894693 3709797.828484872)
,POINT (8279514.045894693 3693170.703484872)
,POINT (8245067.820894693 3722037.603484872)
,POINT (8272176.645894693 3706787.328484872)
,POINT (8274498.720894692 3708416.403484872)
,POINT (8278647.570894693 3696332.853484872)
,POINT (8275177.395894693 3709924.728484872)
,POINT (8283628.395894693 3706791.303484872)
,POINT (8269606.920894693 3700440.003484872)
,POINT (8280180.495894693 3693558.753484872)
,POINT (8272341.570894693 3706683.978484872)
,POINT (8259990.870894693 3673418.853484872)
,POINT (8282252.820894693 3705818.103484872)
,POINT (8265251.220894692 3711809.178484872)
,POINT (8259821.520894693 3672156.003484872)
,POINT (8268305.220894692 3715636.278484872)
,POINT (8276429.595894692 3709964.478484872)
,POINT (8280165.120894693 3693647.328484872)
,POINT (8266709.370894693 3723564.828484872)
,POINT (8265250.170894693 3711577.878484872)
,POINT (8272903.845894692 3691963.803484872)
,POINT (8244837.870894693 3722008.428484872)
,POINT (8273864.145894693 3708495.678484872)
,POINT (8277758.070894693 3692804.328484872)
,POINT (8292143.295894693 3703493.628484872)
,POINT (8283175.020894693 3706812.603484872)
,POINT (8281367.970894692 3705961.278484872)
,POINT (8272334.220894692 3706885.953484872)
,POINT (8274730.620894693 3708504.528484872)
,POINT (8280141.120894693 3693621.528484872)
,POINT (8266814.970894692 3725904.453484872)
,POINT (8292090.870894693 3703926.078484872)
